海南航空股份有限公司电子客票出票报表
单位名称:,珠海泰申发展有限公司
第一部分:,销售明细
销售日期:,2010-11-01至2010-11-29

交易编号,起始票号,终止票号,PNR,人数,旅客类型,航段数,航段,航班号,舱位,航班日期,币种,票面金额,机场税,燃油税,其它税,票款总额,代理费,基础代理费,附加代理费,银行支付金额,E付卡支付金额,支付银行,银行订单号,E付卡支付订单号,出票时间,销售人ID,出票人ID,出票类型,原起始票号,原终止票号
'201011110853246099,880-2120735526,880-2120735526,LF62T,1,成人,1,CTUSZX,HU7328,Q,20101112,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111101489313,-,2010-11-11 08:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011110905376363,880-2120735846,880-2120735846,YBFSW,1,成人,1,SZXURC,HU7744,E,20101114,人民币,1140.0,50.0,70.0,0.0,1135.0,125.0,34.0,91.0,1135.0,0.0,BILL99YS-HUB2C,'2010111101489461,-,2010-11-11 09:06,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011110913096538,880-2120736130,880-2120736131,BHSEV,2,成人,1,PEKSZX,HU7703,Y,20101115,人民币,3500.0,100.0,140.0,0.0,3354.0,386.0,106.0,280.0,3354.0,0.0,BILL99YS-HUB2C,'2010111101489561,-,2010-11-11 09:17,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011110914226574,880-2120736170,880-2120736170,LGSMQ,1,成人,1,NKGSZX,HU7764,B,20101111,人民币,1240.0,50.0,70.0,0.0,1249.0,111.0,37.0,74.0,1249.0,0.0,BILL99YS-HUB2C,'2010111101489614,-,2010-11-11 09:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011110926076905,880-2120736564,880-2120736564,BVEZQ,1,成人,1,CTUSZX,HU7752,Q,20101114,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111101489771,-,2010-11-11 09:27,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011110952547942,880-2120738155,880-2120738155,ECSN9,1,成人,1,PEKSZX,HU7701,F,20101111,人民币,4030.0,50.0,70.0,0.0,3707.0,443.0,121.0,322.0,3707.0,0.0,BILL99YS-HUB2C,'2010111101490433,-,2010-11-11 09:58,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111004178385,880-2120738652,880-2120738653,W9NCR,2,成人,1,SZXKWE,HU7741,K,20101111,人民币,1500.0,100.0,140.0,0.0,1574.0,166.0,46.0,120.0,1574.0,0.0,BILL99YS-HUB2C,'2010111101490610,-,2010-11-11 10:07,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111009058561,880-2120738815,880-2120738815,KE49W,1,成人,1,NKGSZX,HU7764,K,20101112,人民币,1100.0,50.0,70.0,0.0,1121.0,99.0,33.0,66.0,1121.0,0.0,BILL99YS-HUB2C,'2010111101490687,-,2010-11-11 10:10,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111027129303,880-2120740025,880-2120740025,HV2QS,1,成人,1,SZXNKG,HU7763,X,20101115,人民币,690.0,50.0,70.0,0.0,734.0,76.0,21.0,55.0,734.0,0.0,BILL99YS-HUB2C,'2010111101491101,-,2010-11-11 10:29,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111035429682,880-2120740531,880-2120740532,C4F30,2,成人,1,NKGSZX,HU7764,K,20101112,人民币,2200.0,100.0,140.0,0.0,2242.0,198.0,66.0,132.0,2242.0,0.0,BILL99YS-HUB2C,'2010111101491294,-,2010-11-11 10:37,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111037009736,880-2120740608,880-2120740609,K2WPQ,2,成人,1,PEKSZX,HU7701,K,20101113,人民币,2800.0,100.0,140.0,0.0,2760.0,280.0,84.0,196.0,2760.0,0.0,BILL99YS-HUB2C,'2010111101491340,-,2010-11-11 10:38,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111042009955,880-2120740877,880-2120740879,X8XVV,3,成人,1,CTUSZX,HU7752,Q,20101111,人民币,2550.0,150.0,210.0,0.0,2703.0,207.0,78.0,129.0,2703.0,0.0,BILL99YS-HUB2C,'2010111101491460,-,2010-11-11 10:43,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111109132095,880-2120742525,880-2120742525,JHR6S,1,成人,1,SZXXIY,HU7874,X,20101112,人民币,820.0,50.0,70.0,0.0,849.0,91.0,25.0,66.0,849.0,0.0,BILL99YS-HUB2C,'2010111101492132,-,2010-11-11 11:11,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111109582125,880-2120742630,880-2120742630,ZW13Z,1,成人,1,SZXNKG,HU7763,Q,20101113,人民币,830.0,50.0,70.0,0.0,859.0,91.0,25.0,66.0,859.0,0.0,BILL99YS-HUB2C,'2010111101492175,-,2010-11-11 11:13,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111116142381,880-2120743015,880-2120743015,GFY14,1,成人,1,CGOSZX,HU7754,X,20101115,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111101492292,-,2010-11-11 11:17,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111116432400,880-2120743085,880-2120743087,CPL8P,3,成人,1,TAOSZX,HU7722,Q,20101113,人民币,3300.0,150.0,210.0,0.0,3330.0,330.0,99.0,231.0,3330.0,0.0,BILL99YS-HUB2C,'2010111101492315,-,2010-11-11 11:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111117492444,880-2120743116,880-2120743116,HWPY0,1,成人,1,CTUSZX,HU7752,Q,20101111,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111101492336,-,2010-11-11 11:19,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111118082463,880-2120743155,880-2120743156,GFZBW,2,成人,1,HETSZX,HU7044,Y,20101111,人民币,3960.0,100.0,140.0,0.0,4002.0,198.0,118.0,80.0,4002.0,0.0,BILL99YS-HUB2C,'2010111101492350,-,2010-11-11 11:20,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111126282781,880-2120743757,880-2120743757,C6JHB,1,成人,1,CSXSZX,HU7186,M,20101112,人民币,510.0,50.0,40.0,0.0,559.0,41.0,15.0,26.0,559.0,0.0,BILL99YS-HUB2C,'2010111101492567,-,2010-11-11 11:29,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111134533097,880-2120744108,880-2120744108,HLL7Z,1,成人,1,CTUSZX,HU7328,Q,20101114,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111101492741,-,2010-11-11 11:37,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111139283309,880-2120744415,880-2120744415,BSHNR,1,成人,1,LHWSZX,HU7743,X,20101121,人民币,980.0,50.0,70.0,0.0,1032.0,68.0,29.0,39.0,1032.0,0.0,BILL99YS-HUB2C,'2010111101492860,-,2010-11-11 11:41,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111216154747,880-2120746461,880-2120746461,EEH29,1,成人,1,SZXNGB,HU7313,L,20101111,人民币,870.0,50.0,70.0,0.0,894.0,96.0,26.0,70.0,894.0,0.0,BILL99YS-HUB2C,'2010111101493633,-,2010-11-11 12:17,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111230575284,880-2120747204,880-2120747205,X2ZRF,2,成人,1,NKGSZX,HU7764,X,20101117,人民币,1380.0,100.0,140.0,0.0,1496.0,124.0,42.0,82.0,1496.0,0.0,BILL99YS-HUB2C,'2010111101493932,-,2010-11-11 12:32,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111239375536,880-2120747593,880-2120747593,JZ50E,1,成人,1,CSXSZX,HU7186,M,20101112,人民币,510.0,50.0,40.0,0.0,559.0,41.0,15.0,26.0,559.0,0.0,BILL99YS-HUB2C,'2010111101494079,-,2010-11-11 12:41,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111253275974,880-2120748415,880-2120748415,EELVQ,1,成人,1,SZXCGO,HU7753,F,20101117,人民币,2120.0,50.0,70.0,0.0,1964.0,276.0,64.0,212.0,1964.0,0.0,BILL99YS-HUB2C,'2010111101494435,-,2010-11-11 13:01,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111302446272,880-2120748548,880-2120748548,LQ58C,1,成人,1,PEKSZX,HU7703,Y,20101115,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111101494496,-,2010-11-11 13:04,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111316036664,880-2120749088,880-2120749088,DB0L7,1,成人,1,CTUSZX,HU7328,Q,20101114,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111101494704,-,2010-11-11 13:17,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111319066764,880-2120749202,880-2120749203,DLHCR,2,成人,1,NGBSZX,HU7722,B,20101111,人民币,2080.0,100.0,140.0,0.0,2174.0,146.0,62.0,84.0,2174.0,0.0,BILL99YS-HUB2C,'2010111101494731,-,2010-11-11 13:19,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111320016789,880-2120749222,880-2120749222,VEH1L,1,成人,1,SZXPEK,HU7702,X,20101120,人民币,880.0,50.0,70.0,0.0,904.0,96.0,26.0,70.0,904.0,0.0,BILL99YS-HUB2C,'2010111101494752,-,2010-11-11 13:20,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111325286922,880-2120749503,880-2120749503,HQGW8,1,成人,1,CTUSZX,HU7328,Q,20101112,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111101494880,-,2010-11-11 13:28,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111401478112,880-2120751044,880-2120751044,HTR60,1,成人,1,LHWSZX,HU7743,X,20101114,人民币,980.0,50.0,70.0,0.0,1032.0,68.0,29.0,39.0,1032.0,0.0,BILL99YS-HUB2C,'2010111101495511,-,2010-11-11 14:04,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111510051422,880-2120754166,880-2120754167,XZWJL,2,成人,1,CSXSZX,HU7186,L,20101112,人民币,1100.0,100.0,80.0,0.0,1190.0,90.0,34.0,56.0,1190.0,0.0,BILL99YS-HUB2C,'2010111101496740,-,2010-11-11 15:11,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111516531648,880-2120754539,880-2120754539,DQ3D3,1,成人,1,CSXSZX,HU7186,L,20101112,人民币,550.0,50.0,40.0,0.0,595.0,45.0,17.0,28.0,595.0,0.0,BILL99YS-HUB2C,'2010111101496856,-,2010-11-11 15:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111339027376,880-2120754756,880-2120754757,CQ1JE,2,成人,1,SZXPEK,HU7702,K,20101121,人民币,2800.0,100.0,140.0,0.0,2732.0,308.0,84.0,224.0,2732.0,0.0,BILL99YS-HUB2C,'2010111101496943,-,2010-11-11 15:22,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111523581917,880-2120754868,880-2120754868,W8KCG,1,成人,1,CSXSZX,HU7186,Q,20101115,人民币,440.0,50.0,40.0,0.0,495.0,35.0,13.0,22.0,495.0,0.0,BILL99YS-HUB2C,'2010111101496981,-,2010-11-11 15:24,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111536472328,880-2120755591,880-2120755591,E0HV0,1,成人,1,KWESZX,HU7742,L,20101111,人民币,710.0,50.0,70.0,0.0,759.0,71.0,21.0,50.0,759.0,0.0,BILL99YS-HUB2C,'2010111101497212,-,2010-11-11 15:37,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111546372665,880-2120756280,880-2120756280,GRR0J,1,成人,1,LHWSZX,HU7743,Q,20101113,人民币,1180.0,50.0,70.0,0.0,1218.0,82.0,35.0,47.0,1218.0,0.0,BILL99YS-HUB2C,'2010111101497431,-,2010-11-11 15:48,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111600553204,880-2120757229,880-2120757229,C3BBL,1,成人,1,NKGSZX,HU7764,L,20101113,人民币,1040.0,50.0,70.0,0.0,1067.0,93.0,31.0,62.0,1067.0,0.0,BILL99YS-HUB2C,'2010111101497688,-,2010-11-11 16:02,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111613063616,880-2120757900,880-2120757900,FD1HF,1,成人,1,TAOSZX,HU7722,F,20101115,人民币,2750.0,50.0,70.0,0.0,2539.0,331.0,83.0,248.0,2539.0,0.0,BILL99YS-HUB2C,'2010111101497963,-,2010-11-11 16:14,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111636404459,880-2120759579,880-2120759579,B2XH1,1,成人,1,PEKSZX,HU7703,Y,20101115,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111101498517,-,2010-11-11 16:39,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111648574923,880-2120760211,880-2120760212,JWEQ9,2,成人,1,LHWSZX,HU7743,M,20101112,人民币,2740.0,100.0,140.0,0.0,2788.0,192.0,82.0,110.0,2788.0,0.0,BILL99YS-HUB2C,'2010111101498782,-,2010-11-11 16:51,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111702425418,880-2120761044,880-2120761044,XJ6SJ,1,成人,1,CTUSZX,HU7752,L,20101112,人民币,1060.0,50.0,70.0,0.0,1095.0,85.0,32.0,53.0,1095.0,0.0,BILL99YS-HUB2C,'2010111101499094,-,2010-11-11 17:06,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111732306403,880-2120762725,880-2120762726,J11QD,2,成人,1,SZXNGB,HU7313,M,20101112,人民币,1620.0,100.0,140.0,0.0,1682.0,178.0,48.0,130.0,1682.0,0.0,BILL99YS-HUB2C,'2010111101499755,-,2010-11-11 17:36,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111733346439,880-2120762841,880-2120762841,ZHS06,1,成人,1,PEKSZX,HU7703,K,20101116,人民币,1400.0,50.0,70.0,0.0,1380.0,140.0,42.0,98.0,1380.0,0.0,BILL99YS-HUB2C,'2010111101499797,-,2010-11-11 17:38,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111733296437,880-2120762931,880-2120762932,B424W,2,成人,1,KWESZX,HU7742,K,20101114,人民币,1500.0,100.0,140.0,0.0,1588.0,152.0,46.0,106.0,1588.0,0.0,BILL99YS-HUB2C,'2010111101499844,-,2010-11-11 17:40,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111743106724,880-2120763318,880-2120763326,LSBWH,9,成人,1,SZXLHW,HU7744,U,20101127,人民币,7920.0,450.0,630.0,0.0,8136.0,864.0,234.0,630.0,8136.0,0.0,BILL99YS-HUB2C,'2010111101500002,-,2010-11-11 17:48,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111757317132,880-2120763898,880-2120763898,HN2C2,1,成人,1,NGBSZX,HU7722,L,20101116,人民币,870.0,50.0,70.0,0.0,929.0,61.0,26.0,35.0,929.0,0.0,BILL99YS-HUB2C,'2010111101500212,-,2010-11-11 18:00,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111806557356,880-2120764176,880-2120764176,LBYVJ,1,成人,1,CTUSZX,HU7328,Q,20101112,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111101500321,-,2010-11-11 18:09,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111835577968,880-2120765143,880-2120765143,TRMEM,1,成人,1,CTUSZX,HU7752,L,20101112,人民币,1060.0,50.0,70.0,0.0,1095.0,85.0,32.0,53.0,1095.0,0.0,BILL99YS-HUB2C,'2010111101500681,-,2010-11-11 18:38,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011111851018233,880-2120765432,880-2120765432,XCMC6,1,成人,1,CTUSZX,HU7328,Q,20101112,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111101500835,-,2010-11-11 18:52,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011120834234267,880-2120771177,880-2120771177,WCWKH,1,成人,1,SZXNGB,HU7313,M,20101112,人民币,810.0,50.0,70.0,0.0,841.0,89.0,24.0,65.0,841.0,0.0,BILL99YS-HUB2C,'2010111201503149,-,2010-11-12 08:35,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011120838424335,880-2120771285,880-2120771285,EQD2M,1,成人,1,NKGSZX,HU7764,L,20101113,人民币,1040.0,50.0,70.0,0.0,1067.0,93.0,31.0,62.0,1067.0,0.0,BILL99YS-HUB2C,'2010111201503202,-,2010-11-12 08:41,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011120934115809,880-2120773223,880-2120773224,E2RT1,2,成人,1,SZXNGB,HU7313,Q,20101113,人民币,1400.0,100.0,140.0,0.0,1486.0,154.0,42.0,112.0,1486.0,0.0,BILL99YS-HUB2C,'2010111201504082,-,2010-11-12 09:35,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011120951346410,880-2120773977,880-2120773977,GX1FV,1,成人,1,CSXSZX,HU7186,Q,20101115,人民币,440.0,50.0,40.0,0.0,495.0,35.0,13.0,22.0,495.0,0.0,BILL99YS-HUB2C,'2010111201504471,-,2010-11-12 09:52,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011120959356717,880-2120774439,880-2120774439,DP2WQ,1,成人,1,HRBSZX,HU7718,E,20101114,人民币,980.0,50.0,70.0,0.0,1042.0,58.0,29.0,29.0,1042.0,0.0,BILL99YS-HUB2C,'2010111201504649,-,2010-11-12 10:01,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121004316881,880-2120774690,880-2120774690,HWH5Y,1,成人,1,SZXHAK,HU7018,X,20101117,人民币,350.0,50.0,40.0,0.0,401.0,39.0,11.0,28.0,401.0,0.0,BILL99YS-HUB2C,'2010111201504762,-,2010-11-12 10:07,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121007016967,880-2120774863,880-2120774864,X7W2L,2,成人,1,CSXSZX,HU7186,L,20101113,人民币,1100.0,100.0,80.0,0.0,1190.0,90.0,34.0,56.0,1190.0,0.0,BILL99YS-HUB2C,'2010111201504849,-,2010-11-12 10:11,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121055358930,880-2120777541,880-2120777547,DTKZ9,7,成人,1,DLCSZX,HU7718,Y,20101112,人民币,14280.0,350.0,490.0,0.0,13552.0,1568.0,427.0,1141.0,13552.0,0.0,BILL99YS-HUB2C,'2010111201505938,-,2010-11-12 10:57,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121058519053,880-2120777848,880-2120777848,J7PFK,1,成人,1,KWESZX,HU7742,K,20101114,人民币,750.0,50.0,70.0,0.0,794.0,76.0,23.0,53.0,794.0,0.0,BILL99YS-HUB2C,'2010111201506041,-,2010-11-12 11:01,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121114209661,880-2120778949,880-2120778949,WYFR4,1,成人,1,CSXSZX,HU7186,L,20101113,人民币,550.0,50.0,40.0,0.0,595.0,45.0,17.0,28.0,595.0,0.0,BILL99YS-HUB2C,'2010111201506470,-,2010-11-12 11:21,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121134141479,880-2120779912,880-2120779912,J7ZD0,1,成人,1,NKGSZX,HU7764,L,20101113,人民币,1040.0,50.0,70.0,0.0,1067.0,93.0,31.0,62.0,1067.0,0.0,BILL99YS-HUB2C,'2010111201506814,-,2010-11-12 11:35,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121141581769,880-2120780348,880-2120780348,KGP2M,1,成人,1,SZXNKG,HU7763,X,20101117,人民币,690.0,50.0,70.0,0.0,734.0,76.0,21.0,55.0,734.0,0.0,BILL99YS-HUB2C,'2010111201506997,-,2010-11-12 11:44,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121144321865,880-2120780408,880-2120780408,WFM4W,1,成人,1,NKGSZX,HU7764,L,20101114,人民币,1040.0,50.0,70.0,0.0,1067.0,93.0,31.0,62.0,1067.0,0.0,BILL99YS-HUB2C,'2010111201507018,-,2010-11-12 11:45,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121146241928,880-2120780483,880-2120780483,BT1BJ,1,成人,1,CTUSZX,HU7752,M,20101112,人民币,990.0,50.0,70.0,0.0,1030.0,80.0,30.0,50.0,1030.0,0.0,BILL99YS-HUB2C,'2010111201507059,-,2010-11-12 11:47,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121155022226,880-2120780928,880-2120780929,FJTVW,2,成人,1,SZXHAK,HU7016,K,20101112,人民币,1100.0,100.0,80.0,0.0,1158.0,122.0,34.0,88.0,1158.0,0.0,BILL99YS-HUB2C,'2010111201507241,-,2010-11-12 11:56,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121218303028,880-2120782136,880-2120782136,YE7CK,1,成人,1,DLCSZX,HU7718,Y,20101112,人民币,2040.0,50.0,70.0,0.0,1936.0,224.0,61.0,163.0,1936.0,0.0,BILL99YS-HUB2C,'2010111201507718,-,2010-11-12 12:21,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121224173187,880-2120782479,880-2120782479,L1P6Z,1,成人,1,PEKSZX,HU7701,F,20101112,人民币,4030.0,50.0,70.0,0.0,3707.0,443.0,121.0,322.0,3707.0,0.0,BILL99YS-HUB2C,'2010111201507850,-,2010-11-12 12:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121227273267,880-2120782663,880-2120782663,VJD8Q,1,成人,1,CSXSZX,HU7186,F,20101113,人民币,1100.0,50.0,40.0,0.0,1091.0,99.0,33.0,66.0,1091.0,0.0,BILL99YS-HUB2C,'2010111201507916,-,2010-11-12 12:35,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121231533396,880-2120783033,880-2120783034,FJVT8,2,成人,1,SZXTSN,HU7204,E,20101122,人民币,1480.0,100.0,140.0,0.0,1558.0,162.0,44.0,118.0,1558.0,0.0,BILL99YS-HUB2C,'2010111201508021,-,2010-11-12 12:44,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121235453519,880-2120783075,880-2120783076,HC3EK,2,成人,1,HRBSZX,HU7718,X,20101115,人民币,2460.0,100.0,140.0,0.0,2552.0,148.0,74.0,74.0,2552.0,0.0,BILL99YS-HUB2C,'2010111201508109,-,2010-11-12 12:45,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121325074939,880-2120784579,880-2120784579,ZWYPL,1,成人,1,SZXKWE,HU7741,Q,20101114,人民币,560.0,50.0,70.0,0.0,618.0,62.0,17.0,45.0,618.0,0.0,BILL99YS-HUB2C,'2010111201508740,-,2010-11-12 13:26,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121340295378,880-2120785237,880-2120785237,E288J,1,成人,1,SZXPEK,HU7704,K,20101114,人民币,1400.0,50.0,70.0,0.0,1366.0,154.0,42.0,112.0,1366.0,0.0,BILL99YS-HUB2C,'2010111201509018,-,2010-11-12 13:44,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121344245514,880-2120785354,880-2120785354,L7J61,1,成人,1,CTUSZX,HU7752,M,20101112,人民币,990.0,50.0,70.0,0.0,1030.0,80.0,30.0,50.0,1030.0,0.0,BILL99YS-HUB2C,'2010111201509053,-,2010-11-12 13:47,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121402386028,880-2120785995,880-2120785995,WCM3D,1,成人,1,SZXCSX,HU7185,Q,20101114,人民币,440.0,50.0,40.0,0.0,482.0,48.0,13.0,35.0,482.0,0.0,BILL99YS-HUB2C,'2010111201509296,-,2010-11-12 14:03,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121404286084,880-2120786061,880-2120786062,JP08M,2,成人,1,CSXSZX,HU7186,M,20101114,人民币,1020.0,100.0,80.0,0.0,1118.0,82.0,30.0,52.0,1118.0,0.0,BILL99YS-HUB2C,'2010111201509329,-,2010-11-12 14:05,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121404566098,880-2120786378,880-2120786378,L345X,1,成人,1,SZXPEK,HU7704,F,20101113,人民币,4030.0,50.0,70.0,0.0,3626.0,524.0,121.0,403.0,3626.0,0.0,BILL99YS-HUB2C,'2010111201509445,-,2010-11-12 14:12,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121404496095,880-2120786423,880-2120786423,VLXVG,1,成人,1,SZXNKG,HU7763,K,20101113,人民币,1100.0,50.0,70.0,0.0,1077.0,143.0,33.0,110.0,1077.0,0.0,BILL99YS-HUB2C,'2010111201509462,-,2010-11-12 14:12,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121406586166,880-2120786474,880-2120786474,VLY62,1,成人,1,SZXKWE,HU7741,L,20101112,人民币,710.0,50.0,70.0,0.0,752.0,78.0,21.0,57.0,752.0,0.0,BILL99YS-HUB2C,'2010111201509484,-,2010-11-12 14:13,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121414316423,880-2120786670,880-2120786670,FVNLC,1,成人,1,KWESZX,HU7742,Y,20101112,人民币,940.0,50.0,70.0,0.0,966.0,94.0,28.0,66.0,966.0,0.0,BILL99YS-HUB2C,'2010111201509553,-,2010-11-12 14:17,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121421336619,880-2120786884,880-2120786884,ZEG8C,1,成人,1,SZXTAO,HU7721,M,20101113,人民币,1280.0,50.0,70.0,0.0,1260.0,140.0,38.0,102.0,1260.0,0.0,BILL99YS-HUB2C,'2010111201509645,-,2010-11-12 14:22,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121703103108,880-2120795697,880-2120795697,HXCQC,1,成人,1,SZXTAO,HU7721,F,20101114,人民币,2750.0,50.0,70.0,0.0,2512.0,358.0,83.0,275.0,2512.0,0.0,BILL99YS-HUB2C,'2010111201512630,-,2010-11-12 17:07,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121708253267,880-2120796014,880-2120796014,CTDQ9,1,成人,1,SZXKWE,HU7741,E,20101116,人民币,380.0,50.0,70.0,0.0,459.0,41.0,11.0,30.0,459.0,0.0,BILL99YS-HUB2C,'2010111201512725,-,2010-11-12 17:13,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121751474557,880-2120798169,880-2120798169,D7SMN,1,成人,1,SZXTYN,HU7326,Q,20101112,人民币,930.0,50.0,70.0,0.0,948.0,102.0,28.0,74.0,948.0,0.0,BILL99YS-HUB2C,'2010111201513439,-,2010-11-12 17:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121758024735,880-2120798314,880-2120798314,FDCR5,1,成人,1,SZXKWE,HU7741,M,20101114,人民币,660.0,50.0,70.0,0.0,707.0,73.0,20.0,53.0,707.0,0.0,BILL99YS-HUB2C,'2010111201513502,-,2010-11-12 17:59,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121802124831,880-2120798623,880-2120798624,KE03C,2,成人,1,CSXSZX,HU7186,M,20101115,人民币,1020.0,100.0,80.0,0.0,1118.0,82.0,30.0,52.0,1118.0,0.0,BILL99YS-HUB2C,'2010111201513601,-,2010-11-12 18:06,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121804554906,880-2120798709,880-2120798709,FDCRJ,1,成人,1,CSXSZX,HU7186,Y,20101113,人民币,730.0,50.0,40.0,0.0,761.0,59.0,22.0,37.0,761.0,0.0,BILL99YS-HUB2C,'2010111201513641,-,2010-11-12 18:09,B@TAISHEN888,B@TAISHEN888,购票,-,-
